Feature,Importance
Wealth,0.11097482563164696
Wealth_log,0.09748665920563265
Wealth_Sqrt,0.09710713191141546
Risk_Capacity,0.0798393521734194
Age,0.0770050504139991
Age_Squared,0.06762284554965488
Risk_Capacity_log,0.06533420698999996
life_Retirement,0.0642085004724894
Wealth_Per_Family_Size,0.04993947890995542
Investment_Capacity_log,0.03691183393096761
Wealth_Per_Family_Size_log,0.033867630610978854
Life_Stage_Adjusted_Income_log,0.02111734129398613
Education_Risk_Profile,0.018162371899352776
Age_Risk_Interaction,0.0177474110224751
Financial_Sophistication_Ratio,0.017726511941830458
FinancialEducation_Squared,0.017550549267718544
Retirement_Readiness_log,0.017173262247961465
Financial_Independence_Score,0.01695562142996217
risk_tolerance_log,0.01619403824129516
Wealth_to_Income,0.015946854647805417
Wealth_to_Income_log,0.014934844593150714
Wealth_Concentration_log,0.014735488889275224
Retirement_Readiness,0.014560097419458828
Financial_Independence_Score_log,0.013367447402996904
FamilyMembers,0.0019522535956383248
Gender,0.0015783903069331918
is_retirement_age,0.0
