Feature,Importance
Wealth_Sqrt,0.15081606144450901
Financial_Independence_Score,0.14093706804714207
Wealth,0.13953816849209308
Wealth_log,0.13902539550613918
Wealth_to_Income_log,0.11492428333242688
Wealth_to_Income,0.10849616455780972
Financial_Independence_Score_log,0.09569012562678117
Financial_Sophistication_Ratio,0.011004298423832172
Age_Squared,0.009708403288906573
Age,0.009515506591503057
Life_Stage_Adjusted_Income_log,0.009427914468111224
FinancialEducation_Squared,0.009035453116087187
Wealth_Concentration_log,0.008969577273462192
risk_tolerance_log,0.008924334366075795
Retirement_Readiness,0.007210615180902501
Retirement_Readiness_log,0.0061458559232411445
Investment_Capacity_log,0.006049282921377198
Age_Risk_Interaction,0.005852718269663138
Education_Risk_Profile,0.005809740936061546
Wealth_Per_Family_Size,0.004166318471733929
Wealth_Per_Family_Size_log,0.0030511975592386626
Risk_Capacity,0.002006898658580349
Risk_Capacity_log,0.0019993764129473744
FamilyMembers,0.001695241131374956
life_Retirement,0.0
Gender,0.0
is_retirement_age,0.0
