Feature,Importance
Wealth_to_Income_log,0.1591465840307782
Financial_Independence_Score,0.1494979772774365
Wealth_to_Income,0.1320881922533215
Financial_Independence_Score_log,0.11729487427895247
Wealth_Sqrt,0.07586097788181324
Wealth_log,0.0726850885377672
Wealth,0.055554997192030074
Wealth_Concentration_log,0.04471989107896125
Risk_Capacity_log,0.03304148361318373
Risk_Capacity,0.028297539806406164
Retirement_Readiness_log,0.023931032523994783
Retirement_Readiness,0.018665475884712936
Investment_Capacity_log,0.017166918869200534
Wealth_Per_Family_Size_log,0.012527037080332436
risk_tolerance_log,0.01155863844268303
Age_Squared,0.009705957213873071
Age,0.008117995928422267
Age_Risk_Interaction,0.007555320434734342
Wealth_Per_Family_Size,0.006498009508964062
Life_Stage_Adjusted_Income_log,0.006008511505730109
Education_Risk_Profile,0.004184428989624376
FinancialEducation_Squared,0.0027413625802257665
Financial_Sophistication_Ratio,0.0025853709757875294
FamilyMembers,0.00033544201549071475
is_retirement_age,0.0002308920955737427
life_Retirement,0.0
Gender,0.0
