Feature,Importance
Financial_Independence_Score,145.9936981201172
Financial_Independence_Score_log,91.0203857421875
Wealth_to_Income_log,84.71907806396484
Wealth_Sqrt,62.91775131225586
Wealth_log,60.159461975097656
Wealth,44.98927688598633
Risk_Capacity_log,3.3330650329589844
Age,3.3175313472747803
Age_Squared,3.291855573654175
FinancialEducation_Squared,2.633108139038086
Financial_Sophistication_Ratio,2.2756333351135254
Retirement_Readiness,2.1392598152160645
Education_Risk_Profile,2.123790979385376
Wealth_Per_Family_Size_log,1.9637409448623657
Retirement_Readiness_log,1.9409818649291992
Risk_Capacity,1.8922069072723389
Investment_Capacity_log,1.8406394720077515
Wealth_Per_Family_Size,1.8070940971374512
Life_Stage_Adjusted_Income_log,1.5128260850906372
Age_Risk_Interaction,1.4079358577728271
FamilyMembers,1.3773072957992554
Wealth_Concentration_log,1.171684980392456
risk_tolerance_log,1.1198406219482422
