Feature,Importance
Wealth,0.047507289666453345
Risk_Capacity,0.03435033070194149
Wealth_Per_Family_Size,0.025460493563757902
Life_Stage_Adjusted_Income_log,0.008818718441078177
Wealth_Sqrt,0.008605362349761725
Financial_Independence_Score_log,0.0037692909465898428
Wealth_to_Income_log,0.003200341369746118
Investment_Capacity_log,0.002986985278429777
Education_Risk_Profile,0.0014934926392148329
FamilyMembers,0.0014934926392148329
Wealth_Concentration_log,0.0014934926392148329
Age_Squared,0.0012090178507929705
Financial_Sophistication_Ratio,0.0011378991536874494
Retirement_Readiness,0.0010667804565820393
FinancialEducation_Squared,0.0009956617594766293
Age,0.0008534243652655871
Retirement_Readiness_log,0.0007111869710546559
Age_Risk_Interaction,0.0007111869710546559
Wealth_log,0.0005689495768438357
Wealth_to_Income,0.00042671218263279354
Wealth_Per_Family_Size_log,0.00028447478842186236
Financial_Independence_Score,0.00028447478842186236
Risk_Capacity_log,0.00014223739421093118
risk_tolerance_log,0.0
life_Retirement,0.0
Gender,0.0
is_retirement_age,0.0
