Feature,Importance
Wealth_Sqrt,0.11552130095935827
Wealth,0.11548955235364358
Wealth_log,0.09275827666058677
Risk_Capacity_log,0.07885877421578384
Financial_Independence_Score_log,0.07679335373350002
Financial_Independence_Score,0.07165731111116391
Wealth_to_Income,0.06722321392363419
Wealth_to_Income_log,0.0658994611014002
Risk_Capacity,0.06375140807857775
Wealth_Per_Family_Size,0.03614901715360236
Wealth_Per_Family_Size_log,0.030178229836169565
Investment_Capacity_log,0.02842170425866874
Wealth_Concentration_log,0.026963260297804846
Retirement_Readiness_log,0.018274684983782905
Retirement_Readiness,0.017978020242958703
Age,0.016177063719272144
Age_Squared,0.015524045865410497
Life_Stage_Adjusted_Income_log,0.014262954593449631
risk_tolerance_log,0.011411754580790509
Age_Risk_Interaction,0.00947202937768219
is_retirement_age,0.008786609096527866
Education_Risk_Profile,0.00580941924413175
FinancialEducation_Squared,0.00532719575146772
Financial_Sophistication_Ratio,0.005139019587482794
FamilyMembers,0.0021723392731493817
life_Retirement,0.0
Gender,0.0
