Feature,Importance
Wealth_to_Income_log,0.19844667318982379
Life_Stage_Adjusted_Income_log,0.10014065557729945
Wealth_log,0.05292930528375739
Wealth_Concentration_log,0.0415851272015656
Wealth_Per_Family_Size_log,0.030852495107632105
Wealth,0.02892612524461835
Financial_Independence_Score_log,0.026510518590998178
Financial_Sophistication_Ratio,0.024645303326810142
Risk_Capacity_log,0.019569471624266255
Financial_Independence_Score,0.01697040117416826
Wealth_Sqrt,0.01629770058708424
Investment_Capacity_log,0.01580846379647749
Risk_Capacity,0.014034980430528421
Wealth_to_Income,0.012383806262231123
Wealth_Per_Family_Size,0.006421232876712368
FinancialEducation_Squared,0.004464285714285698
Age_Squared,0.003608121330724079
Education_Risk_Profile,0.003608121330723968
Retirement_Readiness,0.0022627201565558197
FamilyMembers,0.002048679060665415
Retirement_Readiness_log,0.0011313600782779654
risk_tolerance_log,0.0008561643835616195
Age,9.173189823874495e-05
Age_Risk_Interaction,0.0
life_Retirement,0.0
Gender,0.0
is_retirement_age,0.0
