Feature,Importance
Wealth,21.761959075927734
Financial_Independence_Score,21.411930084228516
Wealth_Sqrt,20.916412353515625
Wealth_to_Income_log,20.203811645507812
Financial_Independence_Score_log,19.162744522094727
Wealth_log,18.220060348510742
Wealth_to_Income,12.591466903686523
Wealth_Per_Family_Size,11.432662963867188
Risk_Capacity_log,8.029024124145508
Wealth_Per_Family_Size_log,8.012189865112305
Risk_Capacity,7.160989761352539
risk_tolerance_log,6.485259532928467
Retirement_Readiness,3.6872572898864746
Retirement_Readiness_log,3.6651575565338135
Wealth_Concentration_log,3.186445951461792
Age_Risk_Interaction,2.9261186122894287
Investment_Capacity_log,2.824535846710205
Financial_Sophistication_Ratio,2.7570221424102783
Age,2.6680781841278076
Education_Risk_Profile,2.395159959793091
Age_Squared,2.337139129638672
FinancialEducation_Squared,2.2175989151000977
Life_Stage_Adjusted_Income_log,2.1918904781341553
FamilyMembers,1.9703426361083984
