Feature,Importance
Risk_Capacity,0.018492574950966678
Wealth_Sqrt,0.013075558046138136
Age_Risk_Interaction,0.008405715886803056
Wealth_log,0.004576445316148314
Education_Risk_Profile,0.004576445316148314
Risk_Capacity_log,0.0036424768842813204
Wealth,0.0035490800410946655
Wealth_Per_Family_Size,0.0023349210796675957
Financial_Sophistication_Ratio,0.0018679368637339877
FinancialEducation_Squared,0.0016811431773606778
risk_tolerance_log,0.0016811431773606778
Age_Squared,0.0014943494909872568
Life_Stage_Adjusted_Income_log,0.0014943494909871458
Retirement_Readiness_log,0.0012141589614270698
Gender,0.0010273652750536488
Wealth_Per_Family_Size_log,0.0007471747454936839
Age,0.0007471747454935729
Wealth_to_Income_log,0.0007471747454935729
Wealth_to_Income,0.0
Financial_Independence_Score,0.0
is_retirement_age,0.0
Wealth_Concentration_log,0.0
Financial_Independence_Score_log,0.0
life_Retirement,0.0
Investment_Capacity_log,0.0
FamilyMembers,0.0
Retirement_Readiness,0.0
