Feature,Importance
Wealth,0.03947314092241627
Risk_Capacity_log,0.020314629010281138
Wealth_Sqrt,0.017878525124901956
Wealth_to_Income_log,0.01577274041042165
Financial_Sophistication_Ratio,0.013501796110491737
Wealth_log,0.012552128494157544
Financial_Independence_Score_log,0.010652793261488824
Wealth_Concentration_log,0.009414096370618075
Life_Stage_Adjusted_Income_log,0.009166356992443836
Investment_Capacity_log,0.007638630827036641
Wealth_Per_Family_Size_log,0.007101862174325957
Wealth_to_Income,0.004252859325323044
Financial_Independence_Score,0.004005119947148916
FamilyMembers,0.003468351294438232
is_retirement_age,0.0026838432635533094
Wealth_Per_Family_Size,0.002312234196292118
Risk_Capacity,0.0022709442999298
FinancialEducation_Squared,0.0014038564763202421
Retirement_Readiness,0.0005367686527106841
risk_tolerance_log,0.0005367686527105731
Age_Risk_Interaction,0.0004954787563482554
Age,0.00033031917089887397
Retirement_Readiness_log,0.00024773937817423874
Age_Squared,8.257979272474625e-05
Education_Risk_Profile,8.257979272474625e-05
life_Retirement,0.0
Gender,0.0
