Feature,Importance
Wealth,31.496807098388672
Wealth_Sqrt,21.067264556884766
Wealth_log,20.605712890625
Risk_Capacity_log,12.011704444885254
Risk_Capacity,11.064403533935547
FinancialEducation_Squared,5.430078029632568
Financial_Sophistication_Ratio,3.832782030105591
Education_Risk_Profile,3.4975695610046387
Age_Risk_Interaction,3.1868484020233154
Retirement_Readiness_log,2.7198424339294434
Wealth_Per_Family_Size_log,2.603193998336792
Investment_Capacity_log,2.4408445358276367
Wealth_Per_Family_Size,2.3905835151672363
Wealth_to_Income_log,2.3840510845184326
Financial_Independence_Score_log,2.2650225162506104
Life_Stage_Adjusted_Income_log,2.1921303272247314
Financial_Independence_Score,1.9857263565063477
Wealth_Concentration_log,1.7969858646392822
Age,1.7173272371292114
Gender,1.7079931497573853
Age_Squared,1.6799485683441162
risk_tolerance_log,1.6680662631988525
Wealth_to_Income,1.5165847539901733
FamilyMembers,1.0810860395431519
